zip,lat,lng,population
77859,30.88012,-96.51707,6340
2660,41.70828,-70.15517,6336
50049,41.03741,-93.29566,6336
45345,39.7392,-84.39926,6335
93615,36.50374,-119.28385,6335
28651,36.27241,-81.28496,6332
3848,42.91562,-71.06647,6330
76155,32.82404,-97.04911,6329
85256,33.50053,-111.83524,6329
97016,46.05573,-123.27032,6329
3873,42.93321,-71.1833,6328
11020,40.77098,-73.71293,6325
93267,36.14279,-119.0742,6325
4027,43.40333,-70.91155,6324
25438,39.31853,-77.86448,6324
63780,37.17797,-89.50138,6324
1430,42.66069,-71.9232,6320
17579,39.95938,-76.18032,6320
49057,42.18647,-86.16691,6320
72855,35.25249,-93.67553,6319
92352,34.26824,-117.18486,6319
67133,37.57677,-97.10451,6316
70776,30.26051,-91.08923,6316
27807,35.80915,-78.0917,6315
78606,30.09213,-98.45789,6315
40026,38.42687,-85.52902,6313
24065,37.11814,-79.96453,6311
1033,42.26082,-72.50361,6310
56283,44.53208,-95.14225,6308
40143,37.78541,-86.50507,6305
48070,42.48161,-83.16852,6303
43912,40.08708,-80.79255,6298
72774,35.87777,-94.21533,6298
2817,41.6291,-71.66711,6297
64040,38.71928,-93.98725,6297
75840,31.78412,-96.08552,6297
1129,42.1211,-72.4877,6296
45663,38.74507,-83.11198,6294
14514,43.08597,-77.80303,6293
45879,41.12918,-84.56471,6293
34946,27.50456,-80.36106,6292
3894,43.61109,-71.17788,6289
71232,32.41554,-91.493,6289
48421,43.15321,-83.39262,6287
45311,39.62791,-84.66411,6283
49788,46.26418,-84.46779,6283
43344,40.43219,-83.33832,6280
65336,38.78169,-93.56241,6280
74352,36.13693,-95.18783,6279
19041,40.00663,-75.31747,6277
49021,42.4588,-85.06435,6277
49285,42.46855,-84.20752,6276
30563,34.5596,-83.46283,6274
30415,32.32773,-81.6008,6272
22560,37.91289,-76.96196,6269
65548,37.00545,-91.71131,6268
7462,41.19873,-74.48911,6267
87901,33.1753,-107.01908,6263
18621,41.25441,-76.09129,6261
8501,40.16022,-74.55237,6260
17307,39.94853,-77.314,6259
11721,40.89362,-73.37009,6258
36310,31.60296,-85.21229,6258
54216,44.43651,-87.58069,6254
27350,35.80631,-79.88917,6253
75972,31.49407,-94.12173,6252
12305,42.81219,-73.95036,6246
96756,21.9085,-159.45368,6245
30802,33.60215,-82.31832,6243
75457,33.1746,-95.21125,6243
73105,35.51919,-97.50331,6242
14568,43.14657,-77.28365,6241
47567,38.46954,-87.30554,6240
49087,42.12209,-85.68557,6239
38868,34.12168,-88.74692,6238
36271,33.78215,-86.01624,6237
76073,33.10416,-97.72571,6237
55734,47.38274,-92.4938,6234
33158,25.63744,-80.30945,6233
606,18.16585,-66.93716,6231
37048,36.4904,-86.59112,6229
62549,39.76985,-88.8657,6229
42029,37.00963,-88.38947,6228
98331,47.77292,-124.1273,6228
27306,35.22098,-79.97685,6226
38756,33.39326,-90.85827,6226
53706,43.07505,-89.40987,6226
11786,40.94711,-72.88939,6225
13346,42.82093,-75.54453,6225
47060,39.29828,-84.8788,6225
70373,29.61335,-90.31919,6225
24228,37.17047,-82.44963,6224
29003,33.24135,-81.01838,6224
67701,39.39509,-101.05034,6224
23824,37.08767,-77.95749,6222
63957,37.14218,-90.68903,6222
4270,44.11241,-70.51559,6220
74859,35.46237,-96.31792,6217
30220,33.22849,-84.82463,6216
12582,41.54693,-73.72919,6213
5851,44.55297,-72.05732,6212
78013,29.97798,-98.90647,6210
6057,41.84417,-73.00552,6209
19960,38.85082,-75.41363,6209
27503,36.15832,-78.87757,6209
35581,34.35789,-87.71267,6206
31811,32.74522,-84.93327,6204
13865,42.06282,-75.62879,6203
42347,37.52414,-86.88715,6202
44286,41.23668,-81.64017,6201
24370,36.91345,-81.69107,6199
75182,32.80033,-96.55425,6199
92356,34.49633,-116.89265,6199
17368,39.98463,-76.51966,6198
26037,40.3344,-80.58494,6196
49854,46.09581,-86.36453,6196
93427,34.62724,-120.22465,6195
13108,42.97349,-76.33069,6193
17322,39.85548,-76.53513,6191
12186,42.62502,-73.9737,6190
53949,43.78323,-89.33978,6188
23487,36.85197,-76.72303,6187
28544,34.70853,-77.31562,6187
78069,29.18973,-98.68045,6187
7069,40.64249,-74.4396,6186
6403,41.43902,-73.05679,6185
28073,35.19776,-81.48126,6185
71405,31.40971,-92.39771,6184
36572,30.85617,-88.05956,6183
76559,31.07987,-97.61079,6180
84741,37.19749,-112.25533,6180
7755,40.26351,-74.02344,6178
49082,41.94257,-84.876,6176
26047,40.53223,-80.5837,6175
49451,43.21177,-85.96966,6175
15133,40.3257,-79.86127,6173
20769,38.98818,-76.81635,6172
43830,40.06116,-82.14812,6171
46777,40.87248,-85.15236,6170
89086,36.28361,-115.10997,6170
1073,42.23084,-72.73856,6169
26187,39.36711,-81.44894,6169
13316,43.41492,-75.73963,6168
25951,37.65535,-80.87197,6166
31822,32.86708,-84.91107,6166
34291,27.11494,-82.21722,6165
13902,42.08895,-75.96891,6162
78203,29.41513,-98.4593,6162
27509,36.12889,-78.77604,6160
7072,40.82472,-74.06126,6158
66436,39.4655,-95.70278,6158
53122,43.04811,-88.08674,6156
6241,41.85635,-71.84904,6155
18091,40.82656,-75.32068,6155
75831,31.45745,-96.02275,6155
30113,33.8531,-85.20967,6152
12222,42.68637,-73.82656,6151
31804,32.66199,-84.88402,6151
23604,37.13195,-76.58902,6150
31901,32.46461,-84.97986,6150
64067,39.15594,-93.83747,6148
1756,42.09301,-71.55146,6146
29555,33.83864,-79.46191,6146
21770,39.35245,-77.25791,6145
24263,36.67164,-83.15079,6144
18066,40.6635,-75.74492,6143
98236,47.95804,-122.40468,6140
29853,33.39871,-81.43217,6139
51012,42.74474,-95.56171,6139
49269,42.29307,-84.586,6138
21776,39.51861,-77.10376,6137
23924,36.80919,-78.43396,6135
38310,35.26175,-88.39832,6135
24558,36.77914,-78.95741,6134
37153,35.7645,-86.55531,6132
13118,42.75226,-76.39522,6130
38680,34.96152,-90.14463,6130
20837,39.11208,-77.40823,6129
26753,39.56017,-78.79026,6129
61873,40.14069,-88.03817,6129
18433,41.57107,-75.58452,6128
78052,29.20582,-98.77427,6128
11109,40.7463,-73.95699,6127
83660,43.80016,-116.9301,6126
32460,30.77565,-84.94949,6124
73448,33.94813,-97.10581,6122
76458,33.21518,-98.18944,6121
27013,35.75633,-80.70235,6120
78017,28.72456,-99.20455,6120
80106,39.17646,-104.52975,6120
29835,33.91779,-82.29559,6119
24101,37.17702,-79.80111,6118
13211,43.10333,-76.11954,6117
39095,33.11929,-90.09452,6117
18224,41.02499,-75.88728,6113
39837,31.15321,-84.67283,6113
44307,41.07049,-81.546,6111
14706,42.10663,-78.52795,6110
28394,35.21652,-79.23777,6110
72010,35.30555,-91.52112,6108
19034,40.13353,-75.20953,6107
17961,40.64713,-76.05988,6102
12834,43.09706,-73.50423,6101
3461,42.75234,-72.01071,6100
48611,43.63187,-84.0936,6100
16915,41.77481,-77.96104,6099
93240,35.62425,-118.4645,6096
42206,36.88221,-86.72302,6094
76050,32.27262,-97.16326,6094
27020,36.1047,-80.81272,6091
26847,38.95809,-79.15189,6088
10282,40.71655,-74.01495,6086
48211,42.38175,-83.04616,6086
17314,39.75469,-76.32852,6085
24244,36.71075,-82.79785,6085
28097,35.29675,-80.39327,6085
95683,38.51018,-121.09894,6084
49663,44.42494,-85.39147,6083
65010,38.78757,-92.24301,6083
47243,38.67214,-85.48177,6082
43334,40.39912,-82.79863,6080
2030,42.2366,-71.28421,6079
78383,28.07713,-97.94425,6079
37708,36.32312,-83.33588,6078
11971,41.05949,-72.42617,6073
75948,31.29389,-93.77573,6072
62286,38.11756,-89.7154,6066
36266,33.35338,-85.75062,6064
7727,40.20352,-74.15863,6061
37737,35.75778,-84.11913,6058
53119,42.88356,-88.4862,6055
99505,61.27512,-149.65197,6054
86046,35.43882,-112.17428,6053
24273,36.96142,-82.65632,6052
38849,34.45442,-88.69319,6052
77050,29.90286,-95.27013,6052
52172,43.27117,-91.48382,6051
95987,39.10299,-122.2726,6040
31305,31.39057,-81.39054,6039
49055,42.37022,-85.85327,6037
37020,35.62563,-86.39927,6036
5733,43.81746,-73.09216,6035
78605,30.77366,-98.04663,6035
21017,39.47498,-76.23667,6034
48422,43.26265,-82.65069,6033
98855,48.67641,-119.25634,6033
26150,39.1566,-81.53697,6030
32352,30.6499,-84.58535,6030
21104,39.35044,-76.90654,6029
53583,43.25671,-89.81178,6029
29335,34.65714,-81.90035,6028
55356,44.99565,-93.58628,6027
54157,45.05001,-87.81217,6026
66064,38.47829,-94.98688,6026
66901,39.55618,-97.64317,6026
98260,48.03074,-122.45106,6024
26170,39.36136,-81.17136,6023
62243,38.41841,-89.88978,6023
93460,34.66214,-119.90091,6023
28391,35.03045,-78.70009,6022
48622,43.83304,-84.884,6022
56352,45.65078,-94.80076,6022
2822,41.56736,-71.63348,6018
34753,28.58684,-81.89624,6014
5661,44.53743,-72.61724,6013
74073,36.29818,-96.01326,6012
18847,41.93539,-75.56893,6011
73049,35.58617,-97.29695,6010
59847,46.73105,-114.37782,6005
98816,48.0229,-120.34361,6005
53813,42.84402,-90.71641,6003
22851,38.56061,-78.51061,6002
66217,39.01148,-94.77741,6001
70084,30.07242,-90.57251,6001
17073,40.30047,-76.25924,6000
13856,42.16666,-75.16633,5999
14132,43.14787,-78.87856,5999
80118,39.19132,-104.8848,5998
14487,42.81174,-77.63873,5997
54728,45.30778,-91.6417,5997
44730,40.76706,-81.25814,5996
57730,43.72561,-103.63733,5995
76557,31.29075,-97.39814,5991
48849,42.7984,-85.13298,5990
70426,30.93142,-89.85807,5990
95249,38.18986,-120.61784,5988
72106,34.96997,-92.48727,5987
60468,41.33636,-87.80991,5986
99027,47.71107,-117.12795,5985
48888,43.3089,-85.09566,5983
41030,38.78582,-84.58754,5981
64153,39.27999,-94.73148,5981
1238,42.30072,-73.22553,5980
36268,33.49469,-85.94016,5980
78956,29.68322,-96.93454,5977
4364,44.31158,-69.96153,5974
17366,39.93184,-76.55585,5974
97444,42.44453,-124.33223,5974
8515,40.1163,-74.64568,5972
26250,39.02757,-79.96198,5972
36744,32.69178,-87.59845,5972
48817,43.01795,-84.03772,5971
40337,37.95286,-83.85644,5970
63863,36.56282,-89.97671,5970
97707,43.83031,-121.49365,5970
16662,40.30635,-78.29961,5967
11980,40.8321,-72.92198,5966
36049,31.76612,-86.28092,5965
45065,39.37016,-84.21426,5965
2825,41.78212,-71.72596,5964
80808,39.00043,-104.30638,5963
12822,43.2407,-73.88959,5962
51108,42.56625,-96.34858,5961
80102,39.73237,-104.43874,5960
86021,36.92707,-113.10205,5959
6248,41.68468,-72.40523,5958
71075,32.99349,-93.49199,5958
19074,39.88642,-75.29643,5957
1747,42.12477,-71.535,5956
21643,38.6442,-75.87124,5956
74048,36.69265,-95.65192,5956
83328,42.56962,-114.61665,5956
15627,40.35064,-79.30667,5955
55388,44.95,-93.84729,5955
6335,41.42943,-72.06247,5954
1566,42.1047,-72.07745,5953
24422,37.83041,-79.75128,5953
70075,29.93158,-89.92081,5953
16735,41.63045,-78.81,5952
72521,35.95196,-91.54522,5952
39740,33.71668,-88.31287,5951
56156,43.66196,-96.22466,5950
95971,39.92895,-120.91608,5948
14837,42.49919,-77.01668,5947
37096,35.60487,-87.86054,5947
49099,41.79139,-85.67437,5947
80514,40.07152,-104.95401,5947
85193,32.79822,-111.82809,5946
48821,42.63873,-84.64958,5945
23801,37.23618,-77.33582,5944
39483,31.23515,-89.92674,5943
49631,43.91707,-85.25788,5941
13135,43.25801,-76.31676,5939
30543,34.29781,-83.64971,5939
28386,34.85889,-79.12984,5936
38483,35.43411,-87.33476,5933
55315,44.71731,-93.68347,5932
65066,38.3454,-91.48898,5932
80816,38.85162,-105.31591,5932
12090,42.88073,-73.35624,5931
79356,33.2562,-101.33245,5931
50659,43.08749,-92.3221,5929
12986,44.22279,-74.44056,5928
10962,41.04857,-73.96057,5927
35980,34.17719,-86.38335,5925
37025,35.95263,-87.30855,5923
8402,39.33069,-74.50706,5921
3561,44.33222,-71.80973,5920
5491,44.12101,-73.32111,5919
46933,40.47887,-85.58091,5919
71646,33.20444,-91.77837,5915
42553,37.1716,-84.70056,5914
87313,35.79538,-108.22129,5914
97227,45.54432,-122.67721,5911
14569,42.74012,-78.17269,5910
95467,38.80453,-122.54948,5909
27605,35.79046,-78.65452,5908
79911,31.9361,-106.53569,5905
95046,37.09576,-121.59649,5905
37098,35.87142,-87.31075,5904
81657,39.64864,-106.32608,5903
30002,33.77309,-84.26093,5902
30147,34.13751,-85.21877,5901
43316,40.95184,-83.38596,5901
690,18.49363,-67.09734,5900
51201,43.18331,-95.8657,5900
76437,32.388,-99.01935,5899
99141,48.72571,-118.17509,5898
43072,40.1172,-83.95514,5896
62254,38.6098,-89.81901,5896
3222,43.62895,-71.78234,5895
37220,36.06759,-86.78127,5894
64053,39.10791,-94.46735,5894
19520,40.15968,-75.79959,5889
61240,41.42579,-90.4325,5889
64126,39.09095,-94.49581,5889
17007,40.13428,-77.11801,5888
7422,41.17984,-74.44177,5886
92861,33.81801,-117.81031,5886
1534,42.13991,-71.64433,5885
8036,39.97669,-74.83708,5885
21632,38.72287,-75.77478,5885
97523,42.11349,-123.62961,5885
17810,41.1123,-77.02543,5884
84049,40.5136,-111.51657,5883
38676,34.67274,-90.3682,5882
98010,47.31173,-122.00326,5882
12721,41.56741,-74.42832,5881
95626,38.73378,-121.48898,5879
37329,35.39201,-84.46017,5877
6279,41.88959,-72.25933,5876
62995,37.41945,-88.88244,5875
64158,39.23493,-94.47839,5875
64628,39.79711,-93.05002,5872
912,18.44503,-66.05995,5868
49802,45.80053,-88.07718,5866
2653,41.76901,-69.9737,5865
45314,39.74608,-83.77363,5864
49028,41.84438,-85.1837,5863
12518,41.41847,-74.03571,5861
28609,35.67608,-81.05314,5858
77665,29.78697,-94.40969,5857
37885,35.50392,-84.12539,5854
43526,41.31339,-84.73024,5854
35905,33.93667,-85.89842,5852
49330,43.24463,-85.73721,5852
67215,37.61637,-97.42707,5852
8510,40.18798,-74.42351,5851
56101,43.88404,-95.13991,5849
36530,30.41192,-87.55445,5848
41224,37.82089,-82.53936,5846
63089,38.45846,-90.88286,5846
19362,39.75175,-76.06576,5844
38126,35.12695,-90.04378,5844
14174,43.24178,-79.00548,5843
7068,40.82077,-74.30862,5841
78619,30.11215,-98.03101,5840
37769,36.21799,-84.15532,5839
56058,44.44424,-93.91441,5838
48003,42.93228,-83.04088,5837
7677,41.0253,-74.06038,5836
26431,39.39144,-80.28085,5835
44021,41.44141,-81.14579,5834
74884,35.18635,-96.51882,5834
7704,40.36176,-74.03926,5833
65556,37.83582,-92.40541,5833
81137,37.05555,-107.61596,5830
84339,41.62546,-111.939,5830
35747,34.49414,-86.30497,5828
7826,41.17633,-74.79042,5827
27299,35.75131,-80.38402,5827
28371,34.9079,-78.99018,5827
52314,41.93439,-91.44985,5827
53508,42.86783,-89.5618,5826
97446,44.26804,-123.05548,5826
35147,33.41233,-86.53164,5825
36549,30.41377,-87.44951,5825
61616,40.74682,-89.57195,5825
62930,37.84379,-88.44139,5825
65653,36.78118,-93.11631,5824
52531,41.02684,-92.81562,5823
4282,44.26709,-70.24291,5821
49935,46.19493,-88.7463,5821
16651,40.8505,-78.37945,5818
7739,40.33569,-74.03452,5817
65441,38.09394,-91.15842,5817
19543,40.1697,-75.89635,5816
24360,36.93917,-80.9023,5816
71343,31.51117,-91.90723,5816
31569,30.90167,-81.68249,5814
75141,32.63984,-96.69257,5814
93256,35.96805,-119.31251,5811
33876,27.4269,-81.35086,5808
35754,34.51819,-86.61099,5806
93656,36.45173,-119.93615,5806
28678,35.83586,-81.06151,5804
36277,33.7609,-85.81541,5804
79836,31.56975,-106.2112,5804
66725,37.15906,-94.88892,5803
71373,31.35934,-91.58607,5803
57747,43.37973,-103.5231,5802
65648,37.40297,-93.15402,5801
60942,40.46678,-87.66134,5800
29511,33.97519,-79.11043,5799
92372,34.45097,-117.62859,5796
4260,43.96409,-70.29589,5795
21903,39.57274,-76.04378,5794
30621,33.80194,-83.4791,5794
48095,42.77977,-83.03837,5794
55719,47.55408,-92.85807,5792
22821,38.46349,-79.0743,5791
25661,37.71062,-82.25377,5791
45204,39.09536,-84.57225,5790
74578,34.90045,-95.34872,5790
7648,40.99335,-73.95103,5789
21619,38.95285,-76.27939,5789
81526,39.07741,-108.33056,5789
32145,29.67899,-81.41973,5788
46936,40.47942,-85.93102,5787
41073,39.10123,-84.47748,5786
85622,31.80301,-111.09104,5785
61953,39.79803,-88.28991,5783
3070,42.97702,-71.68664,5781
74016,36.54093,-95.45283,5779
54848,45.51546,-91.10284,5776
78160,29.24182,-97.9285,5776
43938,40.30138,-80.67199,5773
62684,39.91019,-89.58474,5773
15552,39.79629,-78.98232,5772
28129,35.23224,-80.32737,5772
29044,33.93437,-80.69446,5772
46996,41.0626,-86.65906,5771
55731,47.98832,-91.7489,5770
62675,40.02109,-89.86146,5770
64037,39.05116,-93.73386,5770
71418,32.13405,-92.04589,5769
22923,38.18671,-78.32405,5766
83211,42.66257,-113.06186,5766
24441,38.22823,-78.8109,5765
29918,32.74461,-81.24899,5765
78652,30.13462,-97.8606,5763
22727,38.39626,-78.30058,5761
78002,29.28305,-98.73652,5758
93428,35.58995,-121.02943,5758
36611,30.7702,-88.07747,5757
6073,41.65753,-72.56742,5756
4457,45.43432,-68.52821,5755
55320,45.39613,-94.08366,5755
56310,45.63399,-94.44352,5754
74441,35.97458,-95.14613,5754
46571,41.56795,-85.54667,5751
22973,38.33588,-78.46915,5750
72823,35.25213,-92.89847,5750
29676,34.93326,-82.96006,5748
3229,43.19792,-71.69677,5746
40437,37.44531,-84.85486,5746
55808,46.6792,-92.23686,5746
21755,39.36101,-77.56887,5745
36340,31.05391,-85.89155,5745
59201,48.15981,-105.64647,5745
74338,36.26234,-94.71572,5744
56364,46.01605,-94.06704,5742
40729,37.2435,-84.14788,5741
62615,39.58568,-89.75406,5739
71486,31.62679,-93.65876,5739
21161,39.65983,-76.56475,5738
38468,35.13083,-87.29072,5738
76259,33.19977,-97.31603,5738
45135,39.35124,-83.54859,5735
37082,36.09717,-87.11484,5734
4276,44.53469,-70.61541,5733
77963,28.65589,-97.40093,5733
35042,32.93297,-87.12542,5732
47405,39.16761,-86.5211,5731
36580,30.48085,-87.70321,5730
29832,33.83922,-81.80656,5727
83530,45.91516,-116.02117,5727
19330,39.87359,-75.91695,5726
48471,43.41868,-82.85369,5726
71409,31.31287,-92.69954,5726
43762,40.03156,-81.74007,5723
28305,35.05321,-78.90687,5720
47918,40.30388,-87.20628,5719
39355,32.05808,-88.61965,5718
56081,43.99345,-94.63062,5717
68528,40.82244,-96.81762,5716
76059,32.3921,-97.32897,5716
36362,31.35072,-85.69027,5715
69153,41.08018,-101.67866,5715
44624,40.61249,-81.66157,5712
71327,30.97895,-92.03863,5712
18074,40.31971,-75.51424,5709
46017,40.07358,-85.60687,5709
59828,46.33478,-113.96444,5709
647,17.96667,-66.94266,5708
18810,41.93738,-76.50181,5707
60954,41.15446,-87.62827,5706
39576,30.28699,-89.38511,5705
48626,43.4218,-84.22686,5702
44003,41.6202,-80.58361,5700
45226,39.11149,-84.41989,5700
83336,42.5626,-113.81699,5700
30457,32.39852,-82.56498,5697
48655,43.29171,-84.15743,5695
97392,44.79096,-122.9413,5695
16102,40.96173,-80.41616,5694
80642,40.05353,-104.61565,5694
23103,37.6506,-77.72754,5692
55071,44.82257,-92.99677,5692
35578,33.982,-87.46638,5691
36862,32.90612,-85.44283,5691
63068,38.55747,-91.24761,5685
12542,41.60772,-73.99666,5684
29661,35.06706,-82.53852,5684
45318,40.12745,-84.35391,5684
79121,35.17447,-101.92922,5684
32535,30.96515,-87.34673,5683
75939,31.01496,-94.80501,5682
51601,40.72938,-95.35037,5680
30173,34.13541,-85.14217,5679
64865,36.84253,-94.57797,5679
1719,42.48837,-71.51779,5677
13309,43.47398,-75.34103,5672
28789,35.4077,-83.31727,5672
29032,34.34002,-80.44374,5669
37046,35.77995,-86.71582,5669
7058,40.86701,-74.34283,5665
81425,38.49363,-108.10469,5664
26704,39.28619,-78.59471,5660
73150,35.40059,-97.33214,5660
42376,37.61626,-87.08619,5659
39345,32.28717,-89.12974,5658
56362,45.40524,-94.71525,5657
17527,40.01495,-75.99333,5655
59722,46.35143,-112.75684,5655
62563,39.71675,-89.50017,5653
14303,43.08428,-79.03908,5652
70344,29.39711,-90.63777,5651
87417,36.74456,-108.34551,5650
77659,30.15775,-94.43279,5649
45171,39.01414,-83.7962,5648
8091,39.80545,-74.92558,5647
36445,31.44397,-87.44982,5647
49247,41.84712,-84.34189,5647
14469,42.87778,-77.46735,5646
31714,31.71075,-83.67496,5644
54456,44.54511,-90.63824,5644
84624,39.38429,-112.58756,5641
38105,35.1512,-90.03541,5638
47220,38.87786,-86.05471,5637
49343,43.29579,-85.53115,5637
17090,40.32953,-77.18302,5636
42122,36.85885,-86.35718,5635
70710,30.3559,-91.26773,5635
6378,41.38039,-71.91376,5634
22904,38.03492,-78.51161,5634
73149,35.3892,-97.48908,5634
95709,38.74886,-120.68134,5634
37357,35.59454,-85.92003,5633
71639,33.89143,-91.54414,5633
81413,38.97171,-107.90845,5633
75844,31.51921,-95.43481,5632
30292,33.17207,-84.39438,5631
49013,42.30524,-86.10796,5631
19567,40.3957,-76.20989,5628
63845,36.70944,-89.31505,5628
34981,27.39329,-80.37163,5626
14009,42.57542,-78.39241,5625
2830,41.98016,-71.6484,5624
4274,44.04634,-70.38999,5624
73103,35.48906,-97.51897,5622
38860,33.97649,-88.75879,5621
55046,44.44629,-93.4162,5621
78384,27.73068,-98.4707,5621
50436,43.26256,-93.66242,5617
48097,43.12639,-82.82955,5615
6354,41.69836,-71.85016,5614
70711,30.53065,-90.60229,5612
70554,30.63633,-92.48885,5611
19127,40.02854,-75.22746,5610
53104,42.55731,-88.03416,5610
62859,38.07094,-88.54289,5610
86325,34.73347,-111.89884,5608
26537,39.4846,-79.71189,5607
86025,34.90484,-110.08557,5607
45387,39.79754,-83.88622,5605
20722,38.9351,-76.94944,5604
57033,43.61613,-96.96037,5602
24538,37.32908,-78.95367,5601
45628,39.38959,-83.19657,5601
60408,41.26684,-88.21733,5601
7757,40.31583,-74.01855,5598
10983,41.02747,-73.94826,5597
65793,36.98975,-91.9787,5597
73134,35.6151,-97.56935,5594
6759,41.75757,-73.21544,5592
60021,42.19511,-88.21768,5592
3307,43.32257,-71.44265,5591
55373,45.08779,-93.72282,5590
56334,45.58402,-95.34765,5590
39038,33.20179,-90.47023,5589
8551,40.44425,-74.83907,5588
14036,42.97447,-78.38712,5588
42724,37.67293,-86.06461,5588
56751,48.80929,-95.76035,5588
10594,41.11579,-73.771,5587
44902,40.7589,-82.51095,5587
24368,36.89283,-81.30003,5582
7662,40.90698,-74.07911,5580
22842,38.77191,-78.6992,5572
29544,34.00067,-79.21083,5571
42544,37.03473,-84.8143,5569
49045,42.1038,-86.00219,5569
48881,42.934,-85.20214,5567
49421,43.59945,-86.06658,5567
55319,45.47181,-93.94359,5567
66616,39.06845,-95.62388,5567
54106,44.48172,-88.45551,5566
36344,31.1007,-85.70931,5564
25506,38.20826,-82.18665,5563
85613,31.55393,-110.38305,5563
78579,26.0892,-97.94627,5562
7647,41.00674,-73.94255,5561
63740,37.17564,-89.68557,5561
40013,37.93427,-85.48684,5558
14261,43.00188,-78.7848,5557
10506,41.1889,-73.63411,5555
15478,39.78601,-79.80099,5554
54812,45.39911,-91.88103,5554
52040,42.51114,-91.13884,5553
30104,34.0879,-85.06982,5552
37324,35.25251,-86.00044,5551
41074,39.11018,-84.4607,5550
46721,41.4237,-84.87425,5550
46120,39.51252,-86.78711,5547
46765,41.23361,-85.04047,5547
76579,31.19894,-97.26046,5547
73128,35.44899,-97.64595,5546
35234,33.54005,-86.80382,5545
74937,34.83303,-94.58321,5545
3868,43.31879,-70.9415,5544
29945,32.68694,-80.80912,5544
48428,42.93752,-83.14756,5544
8867,40.57513,-74.96777,5542
32189,29.54991,-81.64819,5541
32619,29.75661,-82.86668,5540
19946,39.03224,-75.45297,5539
65785,37.70296,-93.82338,5538
93225,34.78532,-119.04196,5538
93270,35.94703,-119.05669,5538
89061,36.07143,-115.89957,5537
15110,40.37321,-79.85024,5534
48726,43.60776,-83.16833,5534
54154,44.86702,-88.19058,5534
62681,40.13841,-90.55885,5534
24641,37.11797,-81.80802,5532
45381,39.73223,-84.52433,5532
56572,46.60485,-96.08682,5531
68818,40.82211,-98.01036,5531
38006,35.69507,-89.09761,5530
45651,39.27665,-82.47706,5530
53955,43.40025,-89.40051,5530
4609,44.38518,-68.27108,5527
30175,34.54239,-84.52793,5526
39474,31.61739,-89.85458,5526
48847,43.2714,-84.5776,5526
85623,32.65407,-110.78447,5526
4416,44.62725,-68.75286,5525
85550,33.54833,-110.51244,5525
2468,42.32777,-71.23142,5522
55069,45.6928,-92.96768,5522
95231,37.87331,-121.29272,5520
74730,33.90466,-96.43361,5518
73538,34.74056,-98.30743,5517
48005,42.85022,-82.92317,5515
3032,42.99063,-71.34383,5514
13753,42.30873,-74.92538,5511
31816,32.8762,-84.60169,5510
46366,41.21443,-86.76922,5510
78014,28.39837,-99.10946,5510
99025,47.78963,-117.08751,5510
74056,36.79706,-96.33873,5509
83676,43.65743,-116.91156,5504
17043,40.24679,-76.90033,5503
24224,36.86059,-82.28322,5503
39744,33.58344,-89.30374,5503
2892,41.50226,-71.60174,5502
33785,27.88559,-82.84425,5501
14530,42.73446,-78.00276,5500
28135,35.03547,-80.21412,5496
37711,36.28102,-83.03885,5496
2835,41.51479,-71.37742,5494
53017,43.2044,-88.2526,5494
6524,41.42606,-72.99308,5492
77856,31.07714,-96.41499,5492
7416,41.10892,-74.58891,5491
42749,37.18983,-85.87516,5491
50461,43.29995,-92.81412,5488
47635,37.8862,-87.10751,5487
52136,43.37139,-92.11289,5485
71254,32.79429,-91.23914,5485
24361,36.76672,-81.84552,5484
29059,33.32853,-80.41891,5484
29692,34.42142,-82.22208,5483
85616,31.70768,-110.32184,5483
20158,39.14126,-77.65514,5482
25320,38.54124,-81.62706,5482
60469,41.62871,-87.68634,5482
47356,40.03079,-85.50415,5477
76255,33.8179,-97.71625,5477
45380,40.24511,-84.51314,5476
40162,37.7517,-86.04394,5473
62363,39.59163,-90.7784,5472
8518,40.11541,-74.80357,5471
7420,41.02926,-74.30281,5470
15222,40.44998,-79.9912,5468
39669,31.14966,-91.39547,5468
22580,38.10941,-77.44419,5467
28642,36.22433,-80.81628,5467
13166,43.07219,-76.5568,5465
55963,44.18784,-92.66227,5465
65041,38.64088,-91.47712,5465
46148,39.80906,-85.51296,5464
2770,41.75875,-70.84048,5461
18414,41.53893,-75.7427,5461
52753,41.62544,-90.38989,5461
77514,29.69096,-94.62598,5461
13778,42.34795,-75.75977,5458
18011,40.47288,-75.64395,5458
50548,42.71275,-94.22645,5458
42629,36.92551,-85.11732,5457
46225,39.74062,-86.16294,5457
54986,44.11981,-88.75127,5457
74965,35.99605,-94.62553,5456
43080,40.24284,-82.43126,5455
97535,42.26799,-122.81238,5454
21716,39.31798,-77.6262,5453
61362,41.35138,-89.22819,5450
10516,41.45342,-73.90233,5449
59833,46.64437,-114.07678,5444
67550,38.18121,-99.12487,5443
98932,46.33217,-120.16091,5442
18655,41.18327,-76.19619,5441
6423,41.46654,-72.39054,5439
46616,41.69693,-86.26671,5439
85034,33.43465,-112.01989,5438
21087,39.44728,-76.41583,5437
81067,38.01674,-103.72326,5436
25670,37.7385,-82.15588,5435
29696,34.77458,-83.00771,5435
35978,34.64239,-85.72983,5435
48049,43.0361,-82.57504,5434
42038,37.04137,-88.02364,5433
